9943041842570524132,1,0.68810451
4432819055061347504,1,0.32559121
2004514920653707276,1,0.26076633
5138968995129080815,1,0.27324215
17174306105348293997,1,0.28910664
10332807193109098646,1,0.51896125
13092048833704243580,1,0.40362057
16910680232956743746,1,0.25559315
14142791046384771846,1,0.29124501
8641837132423468620,1,0.27731746
12338611414943253929,1,0.69289052
16800525011277325980,1,0.48841137
6154039897050449273,1,0.29940352
3554602006826555679,1,0.25522575
11527335345893637179,1,0.26036367
15182741838959776987,1,0.29304707
10237041099087485789,1,0.56430978
18337135014518542085,1,0.31806472
2103743614994343611,1,0.25605085
17506648492089161511,1,0.26624849
9720505037989662335,1,0.47329459
8217199200220314359,1,0.38412681
15157248490625325808,1,0.26444250
9645158041619078829,1,0.40759364
5339960602696353979,1,0.25756860
11596122748826943423,1,0.54455745
7036180124076472838,1,0.25854507
827208769131248890,1,0.65785587
2142151314098021460,1,0.62999582
931959734876179433,1,0.42901519
16461042949084606103,1,0.29242033
13784808498836189779,1,0.28999987
9952364774206113767,1,0.27025467
9968885548098024313,1,0.33756638
9258793100841012890,1,0.45667562
12078638562777495348,1,0.47321925
5088308314994562427,1,0.26816368
3393148588879098617,1,0.57172024
5719288491145995855,1,0.60963488
15787938581959661892,1,0.27498671
6062175419383714131,1,0.28597534
8257190101789548632,1,0.29658175
10226444034044092814,1,0.33488920
15217854826394427062,1,0.41444162
18163645570146808544,1,0.31105354
2888667738085850009,1,0.34174740
1464718328691426943,1,0.31632310
11033994732917038929,1,0.26240641
14474458607510380514,1,0.29239327
5417378455160399435,1,0.51539081
17877762789520455981,1,0.55920976
16155943574502361974,1,0.49807209
359198412426382690,1,0.28831139
12577145330134110519,1,0.39095241
15112549408580438712,1,0.47862905
11809656348791097756,1,0.28842714
2503911125367402788,1,0.34022596
6032028407872346891,1,0.55459881
16624671103840400346,1,0.34096485
18347447464041952218,1,0.28255752
15976884461533596433,1,0.64217192
6132163470695290153,1,0.56811601
18263905433922001048,1,0.32653639
9248298811047924375,1,0.34261277
12671631078054941993,1,0.73341841
11263916442158136268,1,0.32097140
14899117011580651901,1,0.36183527
5118613429648183914,1,0.30927193
1159242671139649647,1,0.31860492
3693025210553487297,1,0.28328064
17955350366431308927,1,0.25954542
4544933861330483736,1,0.38010985
8873151114989003943,1,0.35701060
1752087143609684949,1,0.32151344
11914228540546562582,1,0.42353988
1571592525081625917,1,0.30922726
3931866935437900321,1,0.25219092
14611434114184251403,1,0.25694126
9132957352469432349,1,0.25614011
2237723970902964840,1,0.28064409
18445581650820954708,1,0.26093450
1300911092614310315,1,0.35575780
17773844159277572831,1,0.29731256
5322825968262988208,1,0.76132399
7944517698301776917,1,0.53979754
416484440015445198,1,0.35579842
2606260068553288368,1,0.31865525
17092363185728333285,1,0.48205349
11622917128218706113,1,0.61458397
1237821552024034948,1,0.52140170
11879900076889566330,1,0.30981550
9419443095527293700,1,0.56775796
17020711546183390111,1,0.27602354
15051758403730285211,1,0.35573480
2798582814224184802,1,0.39789128
7923921206746796376,1,0.43159774
664982330948164319,1,0.67017114
7553007293007577314,1,0.49180940
16437699983316493404,1,0.29296279
17860056081264619243,1,0.45560360
11450173914383116963,1,0.81335372
1545814302600214210,1,0.26502562
908940318320368993,1,0.41991141
17254591410980539854,1,0.33407694
14502313179614478687,1,0.64246440
11271626224721424486,1,0.25382462
14737499757083002943,1,0.28140593
5107578028834549219,1,0.40595061
6936617111703674587,1,0.25539917
650683654605151206,1,0.25358459
429335100669141652,1,0.32286331
8362446838921149013,1,0.29842648
9692547229357908610,1,0.33734185
1393045872756509666,1,0.30818054
17720226101746825058,1,0.29270679
17921652363286504535,1,0.29155099
15197008085328001888,1,0.65089458
3507928027761210149,1,0.50891238
17533884444999054056,1,0.29952490
12180185053231702080,1,0.27066901
16055024949410226280,1,0.29658175
3488733167640523000,1,0.35651627
8622409447491279622,1,0.25577953
12033970928089640689,1,0.33824405
11325356405383575229,1,0.44938198
16108912674243777091,1,0.26245081
7919081929032806581,1,0.36566275
8061849874594858305,1,0.27709058
14433180265944184406,1,0.54173642
11861063863634288093,1,0.56872129
9433962772210646199,1,0.42001373
1726760473848024612,1,0.29597872
12266339781129013655,1,0.28183976
11208096895300661747,1,0.35818541
16022605500203396466,1,0.26828068
799362529454063343,1,0.74069184
6260504092817720850,1,0.56590831
4005307951136578539,1,0.55349874
12416148306579508548,1,0.51744086
16930732471203686230,1,0.27861884
7750273536278644540,1,0.64877987
9485523871318499637,1,0.27285650
1802174270543482436,1,0.31723168
10988687473403981159,1,0.37886614
14756037384345517151,1,0.26686412
13966449292925803454,1,0.26239565
12954315910775428377,1,0.66754097
17425123841877671718,1,0.62641150
7479286399949888180,1,0.55959934
8602587936910652899,1,0.32208952
1411349697962530964,1,0.30559248
10130983366217166971,1,0.28148246
13381747682095147697,1,0.64611006
8264204514078206932,1,0.44408616
9860979178718224450,1,0.35051984
18144644758764547428,1,0.30758816
2797611255154208797,1,0.68883288
1284132515764736996,1,0.65117729
11887563786321111130,1,0.77594543
3415717473289279704,1,0.44729561
6052051584215976921,1,0.48883101
6048667524565633337,1,0.27038375
12292370153662642957,1,0.39556527
8739234662771355387,1,0.31826016
11140996282641563879,1,0.60098803
7549351250203758999,1,0.80429107
11510642626174813460,1,0.30631879
4859059195157925569,1,0.34716606
10249209448311418919,1,0.36675113
4080623390572497955,1,0.25846133
11387101520747149415,1,0.27505991
2926072031825957812,1,0.27450630
1853009124678787499,1,0.56206715
856167769600082722,1,0.28001481
1316523133692186106,1,0.66123140
14950329336105462002,1,0.69168544
17287576472719269832,1,0.29087636
1677153928008774658,1,0.27017209
3549492797681152601,1,0.62764496
6179622062984458767,1,0.32420352
14931461556084322901,1,0.53512406
8494046379547030634,1,0.42201850
7495180060919723707,1,0.49329883
11141372151607410893,1,0.47705561
12455136237255747281,1,0.29469514
3750411544821275000,1,0.25862125
6193044509267772034,1,0.61775887
16226079737632135789,1,0.69400585
9347532145874252131,1,0.53055507
7500798422024924274,1,0.26148376
16156754336070801133,1,0.27530223
10139539330330007966,1,0.42328808
8695022792663272613,1,0.25915334
13221115196874261727,1,0.39818025
4593741928846491127,1,0.53431588
12085083226063293591,1,0.49540842
16240098572622664739,1,0.60085219
2850951676333818037,1,0.32495177
4882094163824521807,1,0.39192057
347583752088756451,1,0.44255123
9956326711565762757,1,0.55119985
15111142582273925029,1,0.29824686
6813289963548942739,1,0.25414661
8655249631537127274,1,0.30327478
4800557817745053786,1,0.25833195
15167718884753767225,1,0.63868028
6436094598404850101,1,0.27044657
5539603098926162199,1,0.34436390
14114172348323194277,1,0.28768498
1435866579769058003,1,0.27789792
7735215639613354739,1,0.78489637
8229227527102396771,1,0.29844037
5582839867000281504,1,0.26798245
7669358672967689464,1,0.71836287
17016168166004253119,1,0.60197288
6354523147373984211,1,0.59332615
13512218278532615896,1,0.64718449
12700950880946821974,1,0.25997335
